invoice_number,invoice_time,store_id,product_id,category_id,num_item,price
2.02E+11,7/29/15 16:49,G619,15000231,70301,1,2
2.02E+11,7/29/15 17:16,G619,7071102,70201,1,5.1
2.02E+11,7/29/15 17:16,G619,7070884,70203,1,2
2.02E+11,7/29/15 17:16,G619,7070884,70203,1,2
2.02E+11,7/29/15 17:16,G619,7070884,70203,1,2
2.02E+11,7/29/15 17:29,G816,7070884,70203,1,2
2.02E+11,7/29/15 17:30,G816,7070884,70203,1,2
2.02E+11,7/29/15 17:30,G816,7071096,70201,1,5
2.02E+11,7/29/15 17:42,G816,7000126,210301,1,2
2.02E+11,7/29/15 17:52,G816,7070884,70203,1,2
2.02E+11,7/29/15 17:52,G816,7070884,70203,1,2
2.02E+11,7/29/15 17:52,G816,7070884,70203,2,2
2.02E+11,7/29/15 17:52,G816,7071096,70201,1,5
2.02E+11,7/29/15 17:52,G816,7071331,70301,1,4
2.02E+11,7/29/15 17:57,G816,7070884,70203,2,2
2.02E+11,7/29/15 17:57,G816,7071096,70201,1,5
2.02E+11,7/29/15 18:09,G816,7070884,70203,1,2
2.02E+11,7/29/15 18:09,G816,7070891,70401,1,6
2.02E+11,7/29/15 18:09,G816,7071096,70201,1,5
2.02E+11,7/29/15 18:14,G816,7070884,70203,1,2
2.02E+11,7/29/15 18:14,G816,7070884,70203,1,2
2.02E+11,7/29/15 18:15,G816,7070969,70401,1,6
2.02E+11,7/29/15 18:18,G619,7070884,70203,1,2
2.02E+11,7/29/15 18:18,G619,15000231,70301,2,1.25
2.02E+11,7/29/15 18:18,G816,7000300,210101,1,2
2.02E+11,7/29/15 18:18,G816,7070884,70203,1,2
2.02E+11,7/29/15 18:18,G816,7090363,70401,1,6
2.02E+11,7/29/15 18:24,G619,20098391,210101,1,2
2.02E+11,7/29/15 18:28,G816,7000300,210101,1,2
2.02E+11,7/29/15 18:40,G816,7071096,70201,1,5
2.02E+11,7/29/15 18:40,G816,7071133,70301,1,2
2.02E+11,7/29/15 18:40,G816,7070884,70203,1,2
2.02E+11,7/29/15 18:40,G816,7071096,70201,1,5
2.02E+11,7/29/15 18:40,G816,7071133,70301,2,2
2.02E+11,7/29/15 18:52,G816,7070884,70203,1,2
2.02E+11,7/29/15 18:52,G816,7071096,70201,1,5
2.02E+11,7/29/15 18:52,G816,7071133,70301,1,2
2.02E+11,7/29/15 18:59,G619,7000409,210301,1,2
2.02E+11,7/29/15 19:12,300,7000294,210101,1,1.5
2.02E+11,7/29/15 19:19,G816,7070884,70203,1,2
2.02E+11,7/29/15 19:19,G816,7070891,70401,1,6
2.02E+11,7/29/15 19:19,G816,7071096,70201,1,5
2.02E+11,7/29/15 19:33,G816,7000126,210301,2,2
2.02E+11,7/29/15 19:33,G816,7000126,210301,1,2
2.02E+11,7/29/15 19:33,G816,7070884,70203,3,2
2.02E+11,7/29/15 19:33,G816,7070969,70401,2,6
2.02E+11,7/29/15 19:33,G816,7071096,70201,3,5
2.02E+11,7/29/15 19:33,G816,7090363,70401,1,6
2.02E+11,7/29/15 19:33,G816,7308765,210301,1,2.5
2.02E+11,7/29/15 19:49,G816,7000300,210101,1,2
2.02E+11,7/29/15 20:07,628,21000362,210301,4,3
2.02E+11,7/29/15 20:07,628,7000126,210301,1,2
2.02E+11,7/29/15 20:21,G816,7000126,210301,1,2
2.02E+11,7/29/15 20:21,G816,7071096,70201,1,5
2.02E+11,7/29/15 20:27,628,7308017,210101,1,3.5
2.02E+11,7/29/15 20:28,G816,7000126,210301,1,2
2.02E+11,7/29/15 20:30,G816,7000300,210101,1,2
2.02E+11,7/29/15 20:32,628,7308765,210301,1,2.5
2.02E+11,7/29/15 21:06,G619,7070891,70401,1,6
2.02E+11,7/29/15 21:06,G619,7070891,70401,1,6
2.02E+11,7/29/15 21:07,G619,7071102,70201,1,5.1
2.02E+11,7/29/15 21:15,G619,7071096,70201,1,5
2.02E+11,7/29/15 21:18,G619,7070891,70401,1,6
2.02E+11,7/29/15 21:18,G619,7071096,70201,1,5
2.02E+11,7/29/15 21:40,628,7000300,210101,1,2
2.02E+11,7/29/15 21:43,G816,7070891,70401,1,6
2.02E+11,7/29/15 21:50,G619,7070969,70401,1,6
2.02E+11,7/29/15 21:51,628,7000126,210301,1,2
2.02E+11,7/29/15 21:51,628,7000300,210101,1,2
2.02E+11,7/29/15 22:09,G619,7070884,70203,5,2
2.02E+11,7/29/15 22:09,G619,7070891,70401,1,6
2.02E+11,7/29/15 23:32,G619,7308765,210301,1,2.5
2.02E+11,7/29/15 23:49,628,7000300,210101,1,2
2.02E+11,7/30/15 0:15,628,7000300,210101,2,2
2.02E+11,7/30/15 1:12,628,7308017,210101,1,3.5
2.02E+11,7/30/15 1:16,G619,7000133,210301,1,3
2.02E+11,7/30/15 2:21,628,7000300,210101,1,2
2.02E+11,7/30/15 2:55,628,21000362,210301,2,3
2.02E+11,7/30/15 8:09,G816,7071218,70101,1,3
2.02E+11,7/30/15 8:09,G816,7090509,70101,3,1.5
2.02E+11,7/30/15 8:09,G816,7314612,70101,1,1.5
2.02E+11,7/30/15 8:10,G816,7314612,70101,2,1.5
2.02E+11,7/30/15 8:10,628,7000300,210101,1,2
2.02E+11,7/30/15 8:21,G619,20098391,210101,1,2
2.02E+11,7/30/15 8:37,G816,7070969,70401,1,6
2.02E+11,7/30/15 8:37,G816,7071096,70201,1,5
2.02E+11,7/30/15 8:38,G816,7070884,70203,1,2
2.02E+11,7/30/15 8:38,G816,7070969,70401,1,6
2.02E+11,7/30/15 8:38,G816,7071218,70101,1,3
2.02E+11,7/30/15 8:38,G816,7090509,70101,1,1.5
2.02E+11,7/30/15 8:38,G816,7314599,70101,1,1.5
2.02E+11,7/30/15 8:39,G619,7313684,70101,1,2.5
2.02E+11,7/30/15 8:39,G619,30000759,70101,1,1.5
2.02E+11,7/30/15 8:39,G816,7071218,70101,1,3
2.02E+11,7/30/15 8:52,G816,7313684,70101,1,2.5
2.02E+11,7/30/15 8:54,G816,7070884,70203,1,2
2.02E+11,7/30/15 8:54,G816,7090455,70101,1,1.5
2.02E+11,7/30/15 8:58,G619,30000711,70101,1,1.5
2.02E+11,7/30/15 8:58,G619,30000742,70101,1,1.5
2.02E+11,7/30/15 8:58,G816,7070891,70401,1,6
2.02E+11,7/30/15 8:58,G816,7314599,70101,1,1.5
2.02E+11,7/30/15 8:59,G619,7070891,70401,1,6
2.02E+11,7/30/15 9:51,G816,7070884,70203,1,2
2.02E+11,7/30/15 9:51,G816,7070969,70401,1,6
2.02E+11,7/30/15 9:51,G816,7071096,70201,1,5
2.02E+11,7/30/15 9:51,G816,7000300,210101,1,2
2.02E+11,7/30/15 10:12,G816,7070884,70203,1,2
2.02E+11,7/30/15 10:31,G619,7000300,210101,1,2
2.02E+11,7/30/15 10:57,G619,7070891,70401,1,6
2.02E+11,7/30/15 10:57,G619,15000231,70301,2,1.25
2.02E+11,7/30/15 11:34,G619,7070891,70401,1,6
2.02E+11,7/30/15 12:41,G619,7000416,210301,1,3
2.02E+11,7/30/15 12:41,G619,20098391,210101,1,2
2.02E+11,7/30/15 12:49,G619,15000231,70301,2,1.25
2.02E+11,7/30/15 13:25,G816,7070891,70401,1,6
2.02E+11,7/30/15 13:53,G816,7070969,70401,1,6
2.02E+11,7/30/15 16:03,G619,7000126,210301,1,2
2.02E+11,7/30/15 16:15,G619,7071096,70201,1,5
2.02E+11,7/30/15 16:16,G816,7070969,70401,1,6
2.02E+11,7/30/15 16:16,G816,7071096,70201,0.5,5
2.02E+11,7/30/15 16:30,G619,7070884,70203,1,2
2.02E+11,7/30/15 16:30,G619,7308765,210301,1,2.5
2.02E+11,7/30/15 16:30,G619,7308765,210301,1,2.5
2.02E+11,7/30/15 16:43,G619,7000294,210101,24,1.5
2.02E+11,7/30/15 16:52,628,7000300,210101,1,2
2.02E+11,7/30/15 17:22,G816,7071096,70201,1,5
2.02E+11,7/30/15 17:22,G816,7071096,70201,1,5
2.02E+11,7/30/15 17:22,G619,7071096,70201,1,5
2.02E+11,7/30/15 17:23,G816,7070891,70401,1,6
2.02E+11,7/30/15 17:32,G619,7071096,70201,1,5
2.02E+11,7/30/15 17:45,G619,7090097,70301,1,3
2.02E+11,7/30/15 17:58,G619,7070884,70203,1,2
2.02E+11,7/30/15 18:05,G816,7070884,70203,1,2
2.02E+11,7/30/15 18:05,G816,7070884,70203,1,2
2.02E+11,7/30/15 18:05,G816,7070969,70401,1,6
2.02E+11,7/30/15 18:05,G816,7070884,70203,1,2
2.02E+11,7/30/15 18:05,G816,7090363,70401,1,6
2.02E+11,7/30/15 18:06,G816,7071096,70201,1,5
2.02E+11,7/30/15 18:06,G816,7090363,70401,1,6
2.02E+11,7/30/15 18:08,G816,7070884,70203,1,2
2.02E+11,7/30/15 18:08,G816,7070891,70401,1,6
2.02E+11,7/30/15 18:08,G816,7090363,70401,1,6
2.02E+11,7/30/15 18:09,G816,7070884,70203,1,2
2.02E+11,7/30/15 18:09,G816,7090363,70401,1,6
2.02E+11,7/30/15 18:17,G816,7070884,70203,1,2
2.02E+11,7/30/15 18:17,G816,7071164,70201,1,5
2.02E+11,7/30/15 18:17,G816,7090363,70401,1,6
2.02E+11,7/30/15 18:22,300,7000126,210301,1,2
2.02E+11,7/30/15 18:22,300,7000300,210101,1,2
2.02E+11,7/30/15 18:27,300,7000294,210101,3,1.5
2.02E+11,7/30/15 18:37,G816,7070884,70203,1,2
2.02E+11,7/30/15 18:37,G816,7071096,70201,1,5
2.02E+11,7/30/15 18:40,G816,7070884,70203,1,2
2.02E+11,7/30/15 18:48,G619,7070891,70401,1,6
2.02E+11,7/30/15 18:48,G619,7071096,70201,1,5
2.02E+11,7/30/15 18:50,G619,7000294,210101,1,1.5
2.02E+11,7/30/15 18:50,G619,7070891,70401,1,6
2.02E+11,7/30/15 18:57,628,7000133,210301,1,3
2.02E+11,7/30/15 19:18,G816,7070884,70203,1,2
2.02E+11,7/30/15 19:18,G816,7070891,70401,1,6
2.02E+11,7/30/15 19:54,G816,7000300,210101,2,2
2.02E+11,7/30/15 19:56,G619,7000294,210101,1,1.5
2.02E+11,7/30/15 20:14,G816,7000300,210101,1,2
2.02E+11,7/30/15 20:17,G816,7000126,210301,1,2
2.02E+11,7/30/15 20:26,G619,7000140,210301,1,1.5
2.02E+11,7/30/15 21:06,628,7308017,210101,1,3.5
2.02E+11,7/30/15 21:52,G816,7000126,210301,1,2
2.02E+11,7/30/15 21:55,G619,7070884,70203,1,2
2.02E+11,7/30/15 21:55,G619,7070891,70401,1,6
2.02E+11,7/30/15 21:55,G619,7071096,70201,1,5
2.02E+11,7/30/15 22:21,G619,7070884,70203,1,2
2.02E+11,7/30/15 22:21,G619,7070891,70401,1,6
2.02E+11,7/30/15 22:21,G619,7070969,70401,1,6
2.02E+11,7/30/15 22:25,G619,7070969,70401,1,6
2.02E+11,7/30/15 22:28,G619,7308765,210301,1,2.5
2.02E+11,7/30/15 22:49,G619,7000300,210101,1,2
2.02E+11,7/30/15 22:50,G619,7000133,210301,1,3
2.02E+11,7/30/15 22:50,G619,7000133,210301,1,3
2.02E+11,7/30/15 23:18,G619,7070969,70401,1,6
2.02E+11,7/31/15 0:43,G619,7308017,210101,1,3.5
2.02E+11,7/31/15 4:44,300,7308017,210101,1,3
2.02E+11,7/31/15 7:53,G619,7070969,70401,1,5.75
2.02E+11,7/31/15 7:53,G619,7070969,70401,1,5.75
2.02E+11,7/31/15 8:06,G816,7070891,70401,1,6
2.02E+11,7/31/15 8:17,G816,7071096,70201,1,5
2.02E+11,7/31/15 8:18,G816,7313684,70101,1,2.5
2.02E+11,7/31/15 8:20,G816,7000300,210101,3,2
2.02E+11,7/31/15 8:21,G816,7000133,210301,1,3
2.02E+11,7/31/15 8:21,G816,7090363,70401,1,6
2.02E+11,7/31/15 8:32,G816,7070891,70401,2,6
2.02E+11,7/31/15 9:01,G619,30000711,70101,1,1.5
2.02E+11,7/31/15 9:01,G619,30000766,70101,1,1.5
2.02E+11,7/31/15 9:02,G816,7071218,70101,1,3
2.02E+11,7/31/15 9:04,G816,7090462,70101,2,1
2.02E+11,7/31/15 9:10,G816,7000300,210101,1,2
2.02E+11,7/31/15 9:10,G816,7308765,210301,1,2.5
2.02E+11,7/31/15 9:12,G816,7070884,70203,1,2
2.02E+11,7/31/15 9:12,G816,7071096,70201,1,5
2.02E+11,7/31/15 9:54,G816,7070969,70401,2,6
2.02E+11,7/31/15 10:58,G816,7000300,210101,1,2
2.02E+11,7/31/15 11:10,G816,7000300,210101,3,2
2.02E+11,7/31/15 11:17,G816,7314612,70101,1,1.5
2.02E+11,7/31/15 11:17,G816,7314612,70101,1,1.5
2.02E+11,7/31/15 11:18,G619,7070884,70203,1,2
2.02E+11,7/31/15 11:22,G619,7090097,70301,1,3
2.02E+11,7/31/15 11:22,G619,7313684,70101,1,2.5
2.02E+11,7/31/15 11:22,G619,15000231,70301,2,1.25
2.02E+11,7/31/15 12:50,G619,7070891,70401,1,6
2.02E+11,7/31/15 13:12,628,7308017,210101,1,3.5
2.02E+11,7/31/15 13:13,628,7308017,210101,1,3.5
2.02E+11,7/31/15 14:28,G816,7308765,210301,1,2.5
2.02E+11,7/31/15 14:30,G619,7071096,70201,1,5
2.02E+11,7/31/15 14:30,G619,15000231,70301,2,1.25
2.02E+11,7/31/15 14:30,G619,15000231,70301,2,1.25
2.02E+11,7/31/15 14:30,G619,15000231,70301,2,1.25
2.02E+11,7/31/15 14:31,G619,7000300,210101,1,2
2.02E+11,7/31/15 15:02,G619,7000300,210101,1,2
2.02E+11,7/31/15 15:22,G816,7000300,210101,2,2
2.02E+11,7/31/15 15:31,G619,7000294,210101,1,1.5
2.02E+11,7/31/15 15:35,G619,7000300,210101,1,2
2.02E+11,7/31/15 15:35,G619,7070969,70401,1,5.75
2.02E+11,7/31/15 15:35,G619,7070969,70401,1,5.75
2.02E+11,7/31/15 15:35,G619,7070969,70401,1,5.75
2.02E+11,7/31/15 15:35,G619,7070969,70401,1,5.75
2.02E+11,7/31/15 15:42,G619,7070969,70401,1,5.75
2.02E+11,7/31/15 17:04,G619,7070969,70401,1,5.75
2.02E+11,7/31/15 17:14,G619,7071096,70201,1,5
2.02E+11,7/31/15 17:14,G619,15000231,70301,1,2
2.02E+11,7/31/15 17:19,G619,21000447,210301,1,4.5
2.02E+11,7/31/15 17:21,G619,7000294,210101,6,1.5
2.02E+11,7/31/15 17:21,G816,7070884,70203,1,2
2.02E+11,7/31/15 17:21,G816,7070884,70203,2,2
2.02E+11,7/31/15 17:21,G816,7070884,70203,1,2
2.02E+11,7/31/15 17:21,G816,7071133,70301,1,2
2.02E+11,7/31/15 17:21,G816,7071133,70301,1,2
2.02E+11,7/31/15 17:24,G816,7070884,70203,1,2
2.02E+11,7/31/15 17:24,G816,7070884,70203,1,2
2.02E+11,7/31/15 17:24,G816,7071096,70201,1,5
2.02E+11,7/31/15 17:24,G816,15000231,70301,1,2
2.02E+11,7/31/15 17:51,G619,7000416,210301,1,3
2.02E+11,7/31/15 17:53,G619,7000300,210101,1,2
2.02E+11,7/31/15 17:53,G619,7070891,70401,1,6
2.02E+11,7/31/15 17:59,G619,7000300,210101,1,2
2.02E+11,7/31/15 17:59,G619,7000300,210101,1,2
2.02E+11,7/31/15 18:08,G816,7070884,70203,2,2
2.02E+11,7/31/15 18:08,G816,7070884,70203,2,2
2.02E+11,7/31/15 18:08,G816,7070969,70401,1,6
2.02E+11,7/31/15 18:11,G816,7070884,70203,1,2
2.02E+11,7/31/15 18:11,G816,7070884,70203,1,2
2.02E+11,7/31/15 18:11,G816,7090363,70401,1,6
2.02E+11,7/31/15 18:14,G816,7090363,70401,1,6
2.02E+11,7/31/15 18:14,G816,7090363,70401,1,6
2.02E+11,7/31/15 18:15,G816,7070884,70203,2,2
2.02E+11,7/31/15 18:15,G816,7070969,70401,2,6
2.02E+11,7/31/15 18:15,G816,7071096,70201,1,5
2.02E+11,7/31/15 18:15,G816,7071133,70301,1,2
2.02E+11,7/31/15 18:18,G816,7000300,210101,1,2
2.02E+11,7/31/15 18:18,G816,7071096,70201,1,5
2.02E+11,7/31/15 18:19,G619,7071096,70201,1,5
2.02E+11,7/31/15 18:24,G619,7070884,70203,1,2
2.02E+11,7/31/15 18:24,G619,7071096,70201,1,5
2.02E+11,7/31/15 18:29,G619,7000126,210301,1,2
2.02E+11,7/31/15 18:30,G619,7070891,70401,1,6
2.02E+11,7/31/15 18:30,G619,7070891,70401,1,6
2.02E+11,7/31/15 18:30,G619,7071096,70201,1,5
2.02E+11,7/31/15 18:30,G619,7071096,70201,1,5
2.02E+11,7/31/15 18:32,G816,7071133,70301,1,2
2.02E+11,7/31/15 18:36,G816,7070884,70203,1,2
2.02E+11,7/31/15 18:59,628,7000300,210101,1,2
2.02E+11,7/31/15 18:59,628,7000300,210101,1,2
2.02E+11,7/31/15 19:00,628,7308017,210101,1,3.5
2.02E+11,7/31/15 19:21,G816,7071096,70201,1,5
2.02E+11,7/31/15 19:32,G816,7071096,70201,1,5
2.02E+11,7/31/15 19:32,G816,7313684,70101,1,2.5
2.02E+11,7/31/15 19:32,G619,7070891,70401,1,6
2.02E+11,7/31/15 19:37,G619,20098391,210101,1,2
2.02E+11,7/31/15 20:24,G619,7000133,210301,1,3
2.02E+11,7/31/15 20:27,628,7308017,210101,1,3.5
2.02E+11,7/31/15 20:36,G816,7070884,70203,1,2
2.02E+11,7/31/15 20:36,G816,7071096,70201,1,5
2.02E+11,7/31/15 21:08,G619,7070891,70401,1,6
2.02E+11,7/31/15 21:08,G619,7071096,70201,1,5
2.02E+11,7/31/15 21:15,628,20098391,210101,1,2.5
2.02E+11,7/31/15 22:04,628,21000430,210101,1,3.5
2.02E+11,7/31/15 22:15,G816,7000300,210101,1,2
2.02E+11,7/31/15 22:26,628,20098391,210101,1,2.5
2.02E+11,7/31/15 22:34,G619,7000133,210301,1,3
2.02E+11,7/31/15 22:37,628,7308017,210101,3,3.5
2.02E+11,7/31/15 22:50,300,7308017,210101,1,3
2.02E+11,7/31/15 22:53,G619,30000759,70101,1,1.5
2.02E+11,7/31/15 22:53,G619,30000759,70101,1,1.5
2.02E+11,7/31/15 22:54,G619,7308765,210301,1,2.5
2.02E+11,7/31/15 23:27,628,7000300,210101,1,2
2.02E+11,7/31/15 23:53,G619,7308017,210101,1,3.5
2.02E+11,7/31/15 23:53,628,7308765,210301,1,2.5
2.02E+11,8/1/15 0:37,628,7000126,210301,1,2
2.02E+11,8/1/15 1:21,628,7000300,210101,2,2
2.02E+11,8/1/15 3:58,300,7000034,210101,1,2
2.02E+11,8/1/15 4:10,628,21000430,210101,1,3.5
2.02E+11,8/1/15 4:34,300,7000034,210101,1,2
2.02E+11,8/1/15 6:52,300,7000034,210101,1,2
2.02E+11,8/1/15 8:07,G619,30000759,70101,1,1.5
2.02E+11,8/1/15 8:07,G619,30000766,70101,1,1.5
2.02E+11,8/1/15 8:24,G816,7313684,70101,1,2.5
2.02E+11,8/1/15 8:25,G816,7071218,70101,1,3
2.02E+11,8/1/15 8:25,G816,7313684,70101,1,2.5
2.02E+11,8/1/15 8:44,G619,30000711,70101,2,1.5
2.02E+11,8/1/15 9:39,G619,7070891,70401,1,6
2.02E+11,8/1/15 9:58,G816,21000430,210101,1,3.5
2.02E+11,8/1/15 12:07,G816,7070884,70203,1,2
2.02E+11,8/1/15 12:07,G816,7071133,70301,1,2
2.02E+11,8/1/15 12:07,G816,7090363,70401,1,6
2.02E+11,8/1/15 14:13,G619,7000409,210301,1,2
2.02E+11,8/1/15 14:15,G619,15000231,70301,2,2
2.02E+11,8/1/15 14:49,G619,7070891,70401,1,6
2.02E+11,8/1/15 15:01,G816,7000300,210101,1,2
2.02E+11,8/1/15 15:32,300,7000409,210301,1,2
2.02E+11,8/1/15 15:32,300,7000416,210301,1,3
2.02E+11,8/1/15 15:33,300,7000300,210101,1,2
2.02E+11,8/1/15 15:44,G619,15000231,70301,1,2
2.02E+11,8/1/15 16:20,628,7308017,210101,3,3.5
2.02E+11,8/1/15 16:21,628,7308765,210301,1,2.5
2.02E+11,8/1/15 17:20,G619,7308017,210101,1,3.5
2.02E+11,8/1/15 17:21,G619,7070969,70401,1,6
2.02E+11,8/1/15 18:02,300,7000300,210101,1,2
2.02E+11,8/1/15 18:09,G816,7071096,70201,2,5
2.02E+11,8/1/15 18:09,G816,7071133,70301,2,2
2.02E+11,8/1/15 18:22,G619,7070884,70203,1,2
2.02E+11,8/1/15 18:22,G619,7071102,70201,1,5.5
2.02E+11,8/1/15 18:24,G619,15000231,70301,2,2
2.02E+11,8/1/15 18:36,G619,7070891,70401,1,6
2.02E+11,8/1/15 18:36,G619,7071102,70201,1,5.5
2.02E+11,8/1/15 19:00,G619,7070969,70401,1,6
2.02E+11,8/1/15 19:22,628,7000126,210301,2,2
2.02E+11,8/1/15 19:37,628,7308017,210101,1,3.5
2.02E+11,8/1/15 19:40,G816,7000140,210301,2,1.5
2.02E+11,8/1/15 20:26,G619,21050022,210301,1,2
2.02E+11,8/1/15 20:27,G619,7000126,210301,1,2
2.02E+11,8/1/15 20:28,G619,7000133,210301,1,3
2.02E+11,8/1/15 20:47,G816,7000300,210101,1,2
2.02E+11,8/1/15 21:17,G816,7308017,210101,2,3.5
2.02E+11,8/1/15 21:18,300,7308017,210101,1,3
2.02E+11,8/1/15 21:26,628,21000362,210301,1,5
2.02E+11,8/1/15 21:39,300,7000300,210101,1,2
2.02E+11,8/1/15 21:40,300,7000300,210101,1,2
2.02E+11,8/1/15 21:55,G619,7070891,70401,1,6
2.02E+11,8/1/15 22:20,G619,21000430,210101,1,3.5
2.02E+11,8/1/15 22:21,G619,7000140,210301,1,1.5
2.02E+11,8/1/15 22:33,G619,7071096,70201,1,5
2.02E+11,8/1/15 22:34,G619,7308017,210101,1,3.5
2.02E+11,8/1/15 22:54,628,7000300,210101,1,2
2.02E+11,8/1/15 23:13,300,7000300,210101,1,2
2.02E+11,8/1/15 23:13,300,7000416,210301,1,3
2.02E+11,8/1/15 23:42,G619,7070891,70401,1,6
2.02E+11,8/1/15 23:52,G619,7000300,210101,1,2
2.02E+11,8/1/15 23:52,G619,7070891,70401,1,6
2.02E+11,8/1/15 23:52,G619,7308017,210101,1,3.5
2.02E+11,8/2/15 1:07,628,7308017,210101,1,3.5
2.02E+11,8/2/15 2:05,628,7000133,210301,2,3
2.02E+11,8/2/15 4:07,300,7000300,210101,1,2
2.02E+11,8/2/15 4:43,628,7000300,210101,2,2
2.02E+11,8/2/15 9:02,G619,7070969,70401,1,6
2.02E+11,8/2/15 10:05,G816,7071133,70301,1,2
2.02E+11,8/2/15 10:05,G816,7090455,70101,1,1.5
2.02E+11,8/2/15 10:52,G619,21000430,210101,2,3.5
2.02E+11,8/2/15 10:55,G619,7000133,210301,1,3
2.02E+11,8/2/15 10:55,G619,7308017,210101,2,3.5
2.02E+11,8/2/15 10:55,G619,21000430,210101,2,3.5
2.02E+11,8/2/15 11:16,G816,7000300,210101,1,2
2.02E+11,8/2/15 11:16,G816,7070969,70401,1,6
2.02E+11,8/2/15 11:18,G816,7000140,210301,1,1.5
2.02E+11,8/2/15 11:18,G816,7000300,210101,1,2
2.02E+11,8/2/15 12:08,G619,7071102,70201,1,5.5
2.02E+11,8/2/15 12:26,G619,7000133,210301,1,3
2.02E+11,8/2/15 12:26,G619,20098391,210101,1,2
2.02E+11,8/2/15 12:59,G816,7070884,70203,1,2
2.02E+11,8/2/15 12:59,G816,7070884,70203,1,2
2.02E+11,8/2/15 12:59,G816,7070969,70401,1,6
2.02E+11,8/2/15 13:00,G816,7070884,70203,1,2
2.02E+11,8/2/15 13:00,G816,7070891,70401,1,6
2.02E+11,8/2/15 13:29,300,7000126,210301,1,2
2.02E+11,8/2/15 13:32,628,7000133,210301,2,3
2.02E+11,8/2/15 13:43,G816,7000126,210301,3,2
2.02E+11,8/2/15 13:53,G816,7071096,70201,1,5
2.02E+11,8/2/15 14:10,G816,7070884,70203,1,2
2.02E+11,8/2/15 14:10,G816,7070969,70401,1,6
2.02E+11,8/2/15 14:10,G816,7071102,70201,1,5.5
2.02E+11,8/2/15 14:29,G816,7071096,70201,1,5
2.02E+11,8/2/15 14:50,G619,7308765,210301,1,2.5
2.02E+11,8/2/15 14:57,G816,7070891,70401,1,6
2.02E+11,8/2/15 14:58,G816,7070891,70401,1,6
2.02E+11,8/2/15 15:07,G816,7000300,210101,2,2
2.02E+11,8/2/15 15:48,628,7308017,210101,1,3.5
2.02E+11,8/2/15 16:00,628,7000300,210101,1,2
2.02E+11,8/2/15 16:29,G619,21000362,210301,1,5
2.02E+11,8/2/15 16:32,G619,30000711,70101,3,1.5
2.02E+11,8/2/15 16:32,G619,30000766,70101,1,1.5
2.02E+11,8/2/15 16:41,628,7000300,210101,1,2
2.02E+11,8/2/15 16:44,628,7000300,210101,2,2
2.02E+11,8/2/15 16:44,628,7000300,210101,3,2
2.02E+11,8/2/15 16:46,628,7000300,210101,1,2
2.02E+11,8/2/15 16:47,628,21000430,210101,1,3.5
2.02E+11,8/2/15 16:56,G619,7000300,210101,4,2
2.02E+11,8/2/15 17:13,628,7308017,210101,1,3.5
2.02E+11,8/2/15 17:14,628,7308765,210301,1,2.5
2.02E+11,8/2/15 17:39,G816,7070884,70203,1,2
2.02E+11,8/2/15 17:57,G816,7071096,70201,1,5
2.02E+11,8/2/15 17:58,G619,7090097,70301,1,3
2.02E+11,8/2/15 18:00,G619,7071096,70201,1,5
2.02E+11,8/2/15 19:13,G816,7070884,70203,1,2
2.02E+11,8/2/15 19:13,G816,7071096,70201,1,5
2.02E+11,8/2/15 19:44,G619,7000294,210101,1,1.5
2.02E+11,8/2/15 19:44,G619,7000294,210101,1,1.5
2.02E+11,8/2/15 19:58,G816,7000126,210301,1,2
2.02E+11,8/2/15 20:21,G619,7070884,70203,1,2
2.02E+11,8/2/15 20:34,628,7000300,210101,2,2
2.02E+11,8/2/15 20:40,G816,7070884,70203,1,2
2.02E+11,8/2/15 20:40,G816,7071096,70201,1,5
2.02E+11,8/2/15 20:41,G816,7000300,210101,1,2
2.02E+11,8/2/15 21:13,G619,7070891,70401,1,6
2.02E+11,8/2/15 21:13,G619,7070969,70401,1,6
2.02E+11,8/2/15 21:23,628,7000126,210301,1,2
2.02E+11,8/2/15 21:26,G619,7000300,210101,3,2
2.02E+11,8/2/15 21:31,628,7000126,210301,1,2
2.02E+11,8/2/15 21:31,628,7308017,210101,1,3.5
2.02E+11,8/2/15 21:31,628,7308765,210301,1,2.5
2.02E+11,8/2/15 21:41,G619,7000423,210301,1,1.5
2.02E+11,8/2/15 22:04,300,7000034,210101,1,2
2.02E+11,8/2/15 22:04,300,7308017,210101,1,3
2.02E+11,8/2/15 22:09,628,7000300,210101,1,2
2.02E+11,8/2/15 22:09,628,7308017,210101,1,3.5
2.02E+11,8/2/15 22:15,628,21000430,210101,1,3.5
2.02E+11,8/2/15 22:34,G619,7071096,70201,1,5
2.02E+11,8/2/15 22:52,G619,7070884,70203,1,2
2.02E+11,8/2/15 22:52,G619,7071096,70201,1,5
2.02E+11,8/2/15 22:56,G619,7071096,70201,1,5
2.02E+11,8/2/15 22:56,G619,7071102,70201,1,5.5
2.02E+11,8/2/15 23:01,G619,7071096,70201,1,5
2.02E+11,8/2/15 23:01,G619,7071102,70201,1,5.5
2.02E+11,8/2/15 23:01,G619,7071096,70201,0.5,5
2.02E+11,8/3/15 0:20,628,7000126,210301,1,2
2.02E+11,8/3/15 0:52,G619,7070891,70401,2,6
2.02E+11,8/3/15 3:02,628,20098391,210101,1,2.5
2.02E+11,8/3/15 5:08,300,21050060,210301,1,4
2.02E+11,8/3/15 6:57,628,7000300,210101,1,2
